Row ID,Order ID,Order Date,Order (M/Y),Quantity, Quote ,Discount %, Rate , Sale Amount ,Customer Name,Company Name,Sector,Industry,City,Zip Code,Country,Region,Project Complete Date,Days to Complete,Product Key,Product Category,Product Sub Category,Consultant,Manager,Hourly Wage,RowCount,Wage Margin
4643,33031,8/1/15,8/1/15,18," $2,249 ",2%, $125 ," $2,204.46 ",Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,North Babylon,11703,Portugal,West,8/25/15,24,Development - Python,Development,Market Research,Alexander Edison,Bob Turner,70,1,44%
4644,33060,2/1/13,2/1/13,3, $583 ,5%, $194 , $553.64 ,Keith Beeghly,Altera Corporation,Technology,Semiconductors,Paragould,72450,Germany,West,2/20/13,19,Development - Java,Development,Business Model,Ava Wilson,Bob Turner,67,1,66%
4645,33061,7/1/14,7/1/14,48," $14,978 ",6%, $312 ," $14,079.68 ",Valerie Buhler,"Discovery Communications, Inc.",Consumer Services,Television Services,Odenton,21113,CzechRepublic,Central,7/17/14,16,Development - Big Data,Development,Python,Michael Alister,Josh Martinez,68,1,78%
4646,33090,8/1/12,8/1/12,26," $8,113 ",0%, $312 ," $8,113.29 ",Deanra Sachs,"Analog Devices, Inc.",Technology,Semiconductors,South Burlington,05403,France,West,8/6/12,5,Development - Big Data,Development,Business Model,Daniel Tusk,Bob Turner,45,1,86%
4647,33091,1/1/14,1/1/14,24," $2,999 ",2%, $125 ," $2,939.28 ",Robert Jones,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,Oakville,63129,France,West,1/27/14,26,Development - Python,Development,Strategy,Mia Moore,Bob Turner,51,1,59%
4648,33095,2/1/12,2/1/12,30," $6,110 ",1%, $204 ," $6,049.07 ",Mick Russell,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,Coachella,92236,Netherlands,West,2/17/12,16,Consulting - Business Model,Consulting,Java,Isabella Douglas,Bob Turner,75,1,63%
4649,33095,2/1/12,2/1/12,34," $7,648 ",10%, $225 ," $6,883.34 ",Mick Russell,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,Coachella,92236,Austria,Central,2/16/12,15,Training - SQL,Training,SQL,Sophia Dixon,Josh Martinez,71,1,68%
4650,33122,6/1/13,6/1/13,21," $5,010 ",0%, $239 ," $5,009.69 ",Roland Paige,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Lakeville,55044,Malta,South,6/26/13,25,Consulting - Strategy,Consulting,Development,Liam Franklin,Frank Mitchell,52,1,78%
4651,33123,11/1/13,11/1/13,41," $8,813 ",8%, $215 ," $8,108.39 ",Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Granite City,62040,Ireland,West,11/26/13,25,Training - Tableau,Training,.Net,Elizabeth Carter,Bob Turner,52,1,76%
4652,33126,11/1/14,11/1/14,46," $5,780 ",1%, $126 ," $5,722.35 ",Deborah Braxton,"Automatic Data Processing, Inc.",Technology,EDP Services,Ontario,91761,Hungary,Central,11/13/14,12,Training - Development,Training,SQL,Ava Wilson,Josh Martinez,67,1,47%
4653,33126,11/1/14,11/1/14,28," $8,939 ",6%, $319 ," $8,402.59 ",Deborah Braxton,"Automatic Data Processing, Inc.",Technology,EDP Services,Ontario,91761,CzechRepublic,Central,11/14/14,13,Development - Scala,Development,Java,Daniel Tusk,Josh Martinez,45,1,86%
4654,33152,11/1/13,11/1/13,19," $5,552 ",0%, $292 ," $5,552.50 ",Caroline Hernandez,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Yonkers,10701,Hungary,Central,11/23/13,22,Consulting - Market Research,Consulting,Development,Ava Wilson,Josh Martinez,67,1,77%
4655,33154,8/1/13,8/1/13,7," $2,046 ",9%, $292 ," $1,861.55 ",Harold McCarthy,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,East Brunswick,08816,Latvia,North,8/6/13,5,Consulting - Market Research,Consulting,Business Logic,Jacob Manziel,#N/A,57,1,80%
4656,33159,4/1/15,4/1/15,3, $877 ,1%, $292 , $867.94 ,Cindy Gastineau,Liberty Global plc,Consumer Services,Television Services,Frankfort,60423,Ireland,West,4/29/15,28,Consulting - Market Research,Consulting,.Net,William Bufont,Bob Turner,62,1,79%
4657,33184,2/1/15,2/1/15,32," $6,216 ",0%, $194 ," $6,216.26 ",Dennis Chand,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Charlotte,28205,Estonia,North,2/15/15,14,Development - Java,Development,Business Logic,Alexander Edison,#N/A,70,1,64%
4658,33184,2/1/15,2/1/15,1, $194 ,9%, $194 , $176.77 ,Dennis Chand,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Charlotte,28205,Croatia,Central,2/15/15,14,Development - Java,Development,Market Research,Emily Taylor,Josh Martinez,62,1,68%
4659,33186,8/1/15,8/1/15,24," $7,014 ",1%, $292 ," $6,943.55 ",Don McCrary,Cerner Corporation,Technology,EDP Services,Calumet City,60409,Slovenia,Central,8/30/15,29,Consulting - Market Research,Consulting,SQL,Jacob Manziel,Josh Martinez,57,1,80%
4660,33189,11/1/12,11/1/12,3, $611 ,2%, $204 , $598.80 ,Roger Tom,Altera Corporation,Technology,Semiconductors,Boise,83701,Malta,South,11/27/12,26,Consulting - Business Model,Consulting,Python,Elizabeth Carter,Frank Mitchell,52,1,74%
4661,33189,11/1/12,11/1/12,5, $625 ,8%, $125 , $574.86 ,Roger Tom,Altera Corporation,Technology,Semiconductors,Boise,83701,Finland,North,11/24/12,23,Development - Python,Development,Javascript,Emma Watson,#N/A,67,1,46%
4662,33217,3/1/12,3/1/12,20," $4,073 ",10%, $204 ," $3,666.10 ",Dennis Eason,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Cheektowaga,14225,Bulgaria,Central,3/13/12,12,Consulting - Business Model,Consulting,SQL,Jayden Hamilton,Josh Martinez,71,1,65%
4663,33217,3/1/12,3/1/12,34," $8,111 ",5%, $239 ," $7,705.38 ",Dennis Eason,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Cheektowaga,14225,Ireland,West,3/13/12,12,Consulting - Strategy,Consulting,Big Data,Emily Taylor,Bob Turner,62,1,74%
4664,33218,1/1/13,1/1/13,25," $4,856 ",7%, $194 ," $4,516.50 ",Eric DeCherney,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Apopka,32712,Slovakia,Central,1/8/13,7,Development - Java,Development,Strategy,Olivia Sullivan,Josh Martinez,53,1,73%
4665,33218,1/1/13,1/1/13,29," $6,523 ",4%, $225 ," $6,262.49 ",Eric DeCherney,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Apopka,32712,Poland,North,1/7/13,6,Training - SQL,Training,.Net,Isabella Douglas,#N/A,75,1,67%
4666,33219,12/1/14,12/1/14,32," $4,021 ",0%, $126 ," $4,020.98 ",Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Laredo,78041,Malta,South,12/11/14,10,Training - Development,Training,Java,Liam Franklin,Frank Mitchell,52,1,59%
4667,33220,4/1/12,4/1/12,49," $9,972 ",9%, $204 ," $9,074.82 ",Carl Grace,Cerner Corporation,Technology,EDP Services,Columbus,39701,CzechRepublic,Central,4/15/12,14,Development - .Net,Development,Big Data,William Bufont,Josh Martinez,62,1,70%
4668,33220,4/1/12,4/1/12,40," $8,998 ",10%, $225 ," $8,098.04 ",Carl Grace,Cerner Corporation,Technology,EDP Services,Columbus,39701,Greece,South,4/18/12,17,Training - SQL,Training,Market Research,Emily Taylor,Frank Mitchell,62,1,72%
4669,33222,6/1/15,6/1/15,18," $3,497 ",5%, $194 ," $3,321.82 ",Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Costa Mesa,92627,Poland,North,6/21/15,20,Development - Java,Development,Development,Noah Smith,#N/A,59,1,70%
4670,33222,6/1/15,6/1/15,30," $3,770 ",10%, $126 ," $3,392.70 ",Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Costa Mesa,92627,Cyprus,South,6/20/15,19,Training - Development,Training,Java,Noah Smith,Frank Mitchell,59,1,53%
4671,33222,6/1/15,6/1/15,48," $6,918 ",2%, $144 ," $6,779.71 ",Nicole Guthrie,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Costa Mesa,92627,Ireland,West,6/21/15,20,Development - Business Logic,Development,Python,Madison Hill,Bob Turner,58,1,60%
4672,33250,6/1/12,6/1/12,40," $8,141 ",4%, $204 ," $7,815.05 ",Guy Takahito,"Xilinx, Inc.",Technology,Semiconductors,Springfield,65807,Bulgaria,Central,6/27/12,26,Development - .Net,Development,Front End Web,Ethan Bird,Josh Martinez,60,1,71%
4673,33253,11/1/14,11/1/14,6, $865 ,8%, $144 , $795.58 ,Katherine Ballard,Yahoo! Inc.,Technology,EDP Services,Passaic,07055,Bulgaria,Central,12/2/14,31,Development - Business Logic,Development,PHP,Madison Hill,Josh Martinez,58,1,60%
4674,33253,11/1/14,11/1/14,17," $4,968 ",4%, $292 ," $4,769.31 ",Katherine Ballard,Yahoo! Inc.,Technology,EDP Services,Westbrook,04092,Slovenia,Central,12/2/14,31,Consulting - Market Research,Consulting,Business Logic,Alexander Edison,Josh Martinez,70,1,76%
4675,33254,11/1/14,11/1/14,11," $2,474 ",1%, $225 ," $2,449.66 ",Keith Beeghly,Altera Corporation,Technology,Semiconductors,Paragould,72450,France,West,11/5/14,4,Training - SQL,Training,Business Logic,Isabella Douglas,Bob Turner,75,1,67%
4676,33255,6/1/13,6/1/13,19," $2,374 ",8%, $125 ," $2,184.46 ",Russell Redmond,Cerner Corporation,Technology,EDP Services,La Vista,68128,Hungary,Central,6/25/13,24,Development - Python,Development,Big Data,Michael Alister,Josh Martinez,68,1,46%
4677,33283,3/1/13,3/1/13,48," $11,354 ",2%, $237 ," $11,127.12 ",Frank Granlund,Mylan Inc.,Health Care,Major Pharmaceuticals,Yakima,98902,Austria,Central,3/20/13,19,Training - Javascript,Training,Tableau,Alexander Edison,Josh Martinez,70,1,70%
4678,33284,3/1/15,3/1/15,21," $4,724 ",1%, $225 ," $4,676.62 ",Lela Demir,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Sterling Heights,48310,Denmark,West,4/2/15,32,Training - SQL,Training,Tableau,Elizabeth Carter,Bob Turner,52,1,77%
4679,33285,1/1/15,1/1/15,5," $1,560 ",1%, $312 ," $1,544.65 ",Michael Goranitis,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Lehigh Acres,33971,Malta,South,1/20/15,19,Development - Big Data,Development,Javascript,Abigail Young,Frank Mitchell,50,1,84%
4680,33287,4/1/14,4/1/14,44," $10,496 ",0%, $239 ," $10,496.49 ",Mike Lanier,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Holland,49423,Sweden,North,4/25/14,24,Consulting - Strategy,Consulting,Front End Web,Mason Gibson,#N/A,71,1,70%
4681,33317,5/1/12,5/1/12,35," $7,123 ",8%, $204 ," $6,553.24 ",Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,Cyprus,South,5/13/12,12,Development - .Net,Development,Scala,Emma Watson,Frank Mitchell,67,1,67%
4682,33317,5/1/12,5/1/12,18," $3,497 ",3%, $194 ," $3,391.75 ",Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,France,West,5/12/12,11,Development - Java,Development,Python,Ava Wilson,Bob Turner,67,1,66%
4683,33317,5/1/12,5/1/12,5," $1,560 ",3%, $312 ," $1,513.44 ",Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,Lithuania,North,5/11/12,10,Development - Big Data,Development,Java,Emma Watson,#N/A,67,1,79%
4684,33317,5/1/12,5/1/12,13," $3,799 ",9%, $292 ," $3,457.16 ",Jay O'Donnell,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Sacramento,95823,Portugal,West,5/13/12,12,Consulting - Market Research,Consulting,Python,Alexander Edison,Bob Turner,70,1,76%
4685,33319,3/1/12,3/1/12,11," $1,382 ",1%, $126 ," $1,368.39 ",Don Shami,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Bethlehem,18018,Finland,North,3/30/12,29,Training - Development,Training,Python,Madison Hill,#N/A,58,1,54%
4686,33350,7/1/12,7/1/12,1, $194 ,10%, $194 , $174.83 ,Kelly Bensley,"Applied Materials, Inc.",Technology,Semiconductors,Greer,29651,Luxembourg,West,7/21/12,20,Development - Java,Development,Python,Liam Franklin,Bob Turner,52,1,73%
4687,33377,7/1/14,7/1/14,20," $2,499 ",6%, $125 ," $2,349.42 ",Beth Hughes,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,Bloomington,61701,Luxembourg,West,8/2/14,32,Development - Python,Development,Market Research,Isabella Douglas,Bob Turner,75,1,40%
4688,33377,7/1/14,7/1/14,19," $3,040 ",4%, $160 ," $2,918.51 ",Beth Hughes,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,Bloomington,61701,Luxembourg,West,8/1/14,31,Development - Front End Web,Development,SQL,Olivia Sullivan,Bob Turner,53,1,67%
4689,33378,4/1/15,4/1/15,25," $3,349 ",10%, $134 ," $3,014.26 ",Joseph Fritzler,The Priceline Group Inc.,Miscellaneous,Business Services,Creve Coeur,63141,Malta,South,4/28/15,27,Development - PHP,Development,Python,Sophia Dixon,Frank Mitchell,71,1,47%
4690,33414,2/1/15,2/1/15,9," $1,297 ",3%, $144 ," $1,258.22 ",Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Bulgaria,Central,2/10/15,9,Development - Business Logic,Development,Business Logic,Jayden Hamilton,Josh Martinez,71,1,51%
4691,33444,10/1/15,10/1/15,11," $1,585 ",9%, $144 ," $1,442.71 ",Alan Reichenbach,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Streamwood,60107,CzechRepublic,Central,10/7/15,6,Development - Business Logic,Development,Market Research,Emma Watson,Josh Martinez,67,1,54%
4692,33444,10/1/15,10/1/15,8," $2,496 ",7%, $312 ," $2,321.65 ",Alan Reichenbach,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Streamwood,60107,CzechRepublic,Central,10/8/15,7,Development - Big Data,Development,Business Logic,Emily Taylor,Josh Martinez,62,1,80%
4693,33445,8/1/15,8/1/15,18," $3,869 ",7%, $215 ," $3,598.47 ",Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,Austria,Central,8/7/15,6,Training - Tableau,Training,SQL,Mason Gibson,Josh Martinez,71,1,67%
4694,33445,8/1/15,8/1/15,49," $10,533 ",1%, $215 ," $10,427.83 ",Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,Portugal,West,8/7/15,6,Training - Tableau,Training,SQL,Alexander Edison,Bob Turner,70,1,67%
4695,33445,8/1/15,8/1/15,16," $3,785 ",5%, $237 ," $3,595.50 ",Juliana Miller,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,San Francisco,94110,Cyprus,South,8/4/15,3,Training - Javascript,Training,Big Data,Mia Moore,Frank Mitchell,51,1,78%
4696,33473,1/1/14,1/1/14,50," $8,000 ",8%, $160 ," $7,360.27 ",Michelle Foster,"Analog Devices, Inc.",Technology,Semiconductors,Richmond,40475,Poland,North,1/4/14,3,Development - Front End Web,Development,SQL,Mason Gibson,#N/A,71,1,56%
4697,33477,10/1/15,10/1/15,28," $8,939 ",8%, $319 ," $8,223.81 ",Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Laredo,78041,Lithuania,North,10/21/15,20,Development - Scala,Development,Java,Jayden Hamilton,#N/A,71,1,78%
4698,33478,6/1/13,6/1/13,21," $2,624 ",4%, $125 ," $2,519.38 ",Natalie Krohn,Comcast Corporation,Consumer Services,Television Services,Edgewood,21040,UnitedKingdom,West,6/16/13,15,Development - Python,Development,Strategy,Jayden Hamilton,Bob Turner,71,1,43%
4699,33479,9/1/15,9/1/15,50," $9,713 ",7%, $194 ," $9,033.01 ",Penelope Pistole,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Boise,83701,CzechRepublic,Central,9/20/15,19,Development - Java,Development,Market Research,Ava Wilson,Josh Martinez,67,1,66%
4700,33479,9/1/15,9/1/15,27," $3,374 ",6%, $125 ," $3,171.72 ",Penelope Pistole,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Boise,83701,Denmark,West,9/20/15,19,Development - Python,Development,SQL,Sophia Dixon,Bob Turner,71,1,43%
4701,33479,9/1/15,9/1/15,24," $2,999 ",4%, $125 ," $2,879.29 ",Penelope Pistole,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Miramar,33023,Denmark,West,9/20/15,19,Development - Python,Development,Javascript,Olivia Sullivan,Bob Turner,53,1,58%
4702,33505,9/1/13,9/1/13,32," $3,999 ",9%, $125 ," $3,639.11 ",Pete Collister,"Micron Technology, Inc.",Technology,Semiconductors,Ponca City,74601,Cyprus,South,9/29/13,28,Development - Python,Development,Python,Mason Gibson,Frank Mitchell,71,1,43%
4703,33505,9/1/13,9/1/13,35," $10,228 ",7%, $292 ," $9,512.31 ",Pete Collister,"Micron Technology, Inc.",Technology,Semiconductors,Ponca City,74601,Germany,West,9/25/13,24,Consulting - Market Research,Consulting,Java,Abigail Young,Bob Turner,50,1,83%
4704,33510,12/1/14,12/1/14,42," $9,448 ",3%, $225 ," $9,164.28 ",Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Upper Arlington,43221,Bulgaria,Central,12/3/14,2,Training - SQL,Training,Java,Olivia Sullivan,Josh Martinez,53,1,76%
4705,33510,12/1/14,12/1/14,11," $1,375 ",6%, $125 ," $1,292.18 ",Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Upper Arlington,43221,France,West,12/2/14,1,Development - Python,Development,SQL,Emma Watson,Bob Turner,67,1,46%
4706,33537,8/1/13,8/1/13,26," $3,747 ",7%, $144 ," $3,484.98 ",Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Myers,33917,Austria,Central,8/15/13,14,Development - Business Logic,Development,Market Research,Noah Smith,Josh Martinez,59,1,59%
4707,33537,8/1/13,8/1/13,9," $2,630 ",2%, $292 ," $2,577.53 ",Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Myers,33917,Belgium,West,8/14/13,13,Consulting - Market Research,Consulting,Python,Ethan Bird,Bob Turner,60,1,79%
4708,33540,6/1/14,6/1/14,21," $3,027 ",10%, $144 ," $2,723.99 ",Barry Williamson,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Pikesville,21208,Latvia,North,6/10/14,9,Development - Business Logic,Development,Strategy,Michael Alister,#N/A,68,1,53%
4709,33541,6/1/15,6/1/15,43," $9,673 ",8%, $225 ," $8,898.85 ",John Conant,Mylan Inc.,Health Care,Major Pharmaceuticals,Huber Heights,45424,Luxembourg,West,6/19/15,18,Training - SQL,Training,Big Data,Elizabeth Carter,Bob Turner,52,1,77%
4710,33568,7/1/15,7/1/15,10," $2,249 ",2%, $225 ," $2,204.47 ",Frank Pryor,"NetApp, Inc.",Technology,Electronic Components,Coos Bay,97420,Latvia,North,7/22/15,21,Training - SQL,Training,SQL,Jacob Manziel,#N/A,57,1,75%
4711,33568,7/1/15,7/1/15,23," $7,177 ",1%, $312 ," $7,105.37 ",Frank Pryor,"NetApp, Inc.",Technology,Electronic Components,Coos Bay,97420,Italy,Central,7/22/15,21,Development - Big Data,Development,Development,Olivia Sullivan,Josh Martinez,53,1,83%
4712,33569,8/1/12,8/1/12,9," $2,025 ",9%, $225 ," $1,842.30 ",Matthew Nguyen,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Winter Garden,34787,CzechRepublic,Central,9/1/12,31,Training - SQL,Training,Javascript,William Bufont,Josh Martinez,62,1,72%
4713,33570,12/1/15,12/1/15,46," $8,936 ",5%, $194 ," $8,489.08 ",Ken Soltero,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Red Wing,55066,Denmark,West,12/18/15,17,Development - Java,Development,Business Logic,Emily Taylor,Bob Turner,62,1,68%
4714,33570,12/1/15,12/1/15,1, $239 ,1%, $239 , $236.17 ,Ken Soltero,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Red Wing,55066,Romania,Central,12/18/15,17,Consulting - Strategy,Consulting,Business Logic,Emma Watson,Josh Martinez,67,1,72%
4715,33570,12/1/15,12/1/15,19," $5,552 ",7%, $292 ," $5,163.82 ",Ken Soltero,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Red Wing,55066,Hungary,Central,12/16/15,15,Consulting - Market Research,Consulting,Business Model,Ava Wilson,Josh Martinez,67,1,77%
4716,33571,10/1/14,10/1/14,1, $225 ,3%, $225 , $218.20 ,Steven Haberlin,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Oakland Park,33334,Romania,Central,10/14/14,13,Training - SQL,Training,Big Data,Sophia Dixon,Josh Martinez,71,1,68%
4717,33573,10/1/13,10/1/13,15," $3,548 ",6%, $237 ," $3,335.30 ",Vivek Collins,Express Scripts Holding Company,Health Care,Medical/Nursing Services,Upper Arlington,43221,Ireland,West,10/4/13,3,Training - Javascript,Training,Development,Elizabeth Carter,Bob Turner,52,1,78%
4718,33600,10/1/13,10/1/13,42," $5,249 ",6%, $125 ," $4,933.79 ",Sonia Kane,Marriott International,Consumer Services,Hotels/Resorts,Leavenworth,66048,Sweden,North,10/8/13,7,Development - Python,Development,Python,Olivia Sullivan,#N/A,53,1,58%
4719,33604,8/1/14,8/1/14,10," $1,943 ",4%, $194 ," $1,864.88 ",Yana Gonzalez,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Fairfield,94533,UnitedKingdom,West,8/20/14,19,Development - Java,Development,Python,Daniel Tusk,Bob Turner,45,1,77%
4720,33605,4/1/15,4/1/15,42," $8,159 ",4%, $194 ," $7,832.49 ",John Ashbrook,"Micron Technology, Inc.",Technology,Semiconductors,Jonesboro,72401,Cyprus,South,4/5/15,4,Development - Java,Development,Java,Sophia Dixon,Frank Mitchell,71,1,63%
4721,33606,3/1/15,3/1/15,46," $10,347 ",5%, $225 ," $9,830.12 ",Theresa Dickinson,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Port Chester,10573,Sweden,North,3/3/15,2,Training - SQL,Training,Scala,Daniel Tusk,#N/A,45,1,80%
4722,33632,3/1/13,3/1/13,8," $2,338 ",6%, $292 ," $2,197.62 ",Alex Daniels,Cerner Corporation,Technology,EDP Services,Lenexa,66215,Belgium,West,3/14/13,13,Consulting - Market Research,Consulting,Business Model,Alexander Edison,Bob Turner,70,1,76%
4723,33634,8/1/13,8/1/13,40," $4,999 ",5%, $125 ," $4,748.83 ",Brooke Abelman,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Redmond,97756,Romania,Central,9/2/13,32,Development - Python,Development,Big Data,Mason Gibson,Josh Martinez,71,1,43%
4724,33635,7/1/12,7/1/12,5," $1,193 ",4%, $239 ," $1,145.07 ",Darrin Cousins,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Altoona,16602,Romania,Central,7/13/12,12,Consulting - Strategy,Consulting,Big Data,Mia Moore,Josh Martinez,51,1,79%
4725,33635,7/1/12,7/1/12,4," $1,248 ",7%, $312 ," $1,160.82 ",Darrin Cousins,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Altoona,16602,Ireland,West,7/13/12,12,Development - Big Data,Development,Big Data,Ethan Bird,Bob Turner,60,1,81%
4726,33637,11/1/15,11/1/15,35," $7,873 ",7%, $225 ," $7,321.98 ",Michael Goranitis,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Lehigh Acres,33971,Sweden,North,11/26/15,25,Training - SQL,Training,Development,Olivia Sullivan,#N/A,53,1,76%
4727,33665,5/1/14,5/1/14,45," $5,654 ",8%, $126 ," $5,202.14 ",Lisa Ann Reed,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Liberal,67901,Sweden,North,5/30/14,29,Training - Development,Training,Database,Emma Watson,#N/A,67,1,47%
4728,33666,7/1/15,7/1/15,17," $4,021 ",2%, $237 ," $3,940.85 ",Theresa Dickinson,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Port Chester,10573,Italy,Central,7/18/15,17,Training - Javascript,Training,Big Data,Liam Franklin,Josh Martinez,52,1,78%
4729,33670,4/1/15,4/1/15,50," $7,206 ",3%, $144 ," $6,990.13 ",Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Pierce,34982,Austria,Central,4/29/15,28,Development - Business Logic,Development,SQL,Mia Moore,Josh Martinez,51,1,65%
4730,33670,4/1/15,4/1/15,4, $577 ,6%, $144 , $541.92 ,Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Pierce,34982,Belgium,West,4/28/15,27,Development - Business Logic,Development,Python,Jayden Hamilton,Bob Turner,71,1,51%
4731,33696,5/1/12,5/1/12,2, $407 ,6%, $204 , $382.90 ,Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,West Hollywood,90069,Cyprus,South,5/9/12,8,Consulting - Business Model,Consulting,Business Logic,Emma Watson,Frank Mitchell,67,1,67%
4732,33699,7/1/12,7/1/12,18," $5,617 ",7%, $312 ," $5,223.71 ",Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Agawam,01001,Belgium,West,8/2/12,32,Development - Big Data,Development,Compensation,Noah Smith,Bob Turner,59,1,81%
4733,33699,7/1/12,7/1/12,13," $1,634 ",5%, $126 ," $1,551.85 ",Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Fort Lee,07024,Luxembourg,West,7/30/12,29,Training - Development,Training,Business Logic,Isabella Douglas,Bob Turner,75,1,40%
4734,33699,7/1/12,7/1/12,31," $3,874 ",6%, $125 ," $3,641.61 ",Troy Hwang,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Winchester,01890,Italy,Central,7/31/12,30,Development - Python,Development,Big Data,Emma Watson,Josh Martinez,67,1,46%
4735,33700,4/1/14,4/1/14,36," $4,499 ",0%, $125 ," $4,498.90 ",Chuck Bierner,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Pahrump,89041,Ireland,West,4/11/14,10,Development - Python,Development,Market Research,Isabella Douglas,Bob Turner,75,1,40%
4736,33701,10/1/12,10/1/12,35," $6,799 ",8%, $194 ," $6,255.11 ",Carl Grace,Cerner Corporation,Technology,EDP Services,Columbus,39701,Denmark,West,10/3/12,2,Development - Java,Development,Java,Emily Taylor,Bob Turner,62,1,68%
4737,33702,9/1/15,9/1/15,14," $4,469 ",0%, $319 ," $4,469.46 ",Adam Phonely,"Automatic Data Processing, Inc.",Technology,EDP Services,Lake Forest,92630,Slovakia,Central,9/3/15,2,Development - Scala,Development,SQL,Daniel Tusk,Josh Martinez,45,1,86%
4738,33703,2/1/13,2/1/13,4, $815 ,8%, $204 , $749.51 ,Carl Greene,Celgene Corporation,Health Care,Major Pharmaceuticals,Wheeling,60090,Slovakia,Central,2/7/13,6,Consulting - Business Model,Consulting,Strategy,Emily Taylor,Josh Martinez,62,1,70%
4739,33703,2/1/13,2/1/13,25," $7,801 ",0%, $312 ," $7,801.24 ",Carl Greene,Celgene Corporation,Health Care,Major Pharmaceuticals,Wheeling,60090,Slovakia,Central,2/7/13,6,Development - Big Data,Development,SQL,Alexander Edison,Josh Martinez,70,1,78%
